,id,product_title,product_uid,relevance,search_term,product_description,brand,product_info,len_of_query,len_of_title,len_of_description,len_of_brand,query_in_title,query_in_description,query_last_word_in_title,query_last_word_in_description,word_in_title,word_in_description,ratio_title,ratio_description,attr,word_in_brand,ratio_brand,brand_feature,search_term_feature
379,1218,pc product 50 ml pc clear liquid epoxi cartridg,100210,2.33,fiberglass epoxi,pc clear liquid epoxi in a self mix cartridg mix through nozzl remain clear after cure requir 50 ml dispens gun clear epoxi with ad flexibilitywaterproof after curedeasi to use self mix cartridg for use with 50 ml dispens gun 2450 psi tensil strength,pc product,fiberglass epoxi	pc product 50 ml pc clear liquid epoxi cartridg	pc clear liquid epoxi in a self mix cartridg mix through nozzl remain clear after cure requir 50 ml dispens gun clear epoxi with ad flexibilitywaterproof after curedeasi to use self mix cartridg for use with 50 ml dispens gun 2450 psi tensil strength,2,9,44,2,0,0,1,1,1,1,0.5,0.5,fiberglass epoxi	pc product,0,0.0,1342,16
380,1220,pc product 50 ml pc clear liquid epoxi cartridg,100210,1.75,fiberglass repair kit,pc clear liquid epoxi in a self mix cartridg mix through nozzl remain clear after cure requir 50 ml dispens gun clear epoxi with ad flexibilitywaterproof after curedeasi to use self mix cartridg for use with 50 ml dispens gun 2450 psi tensil strength,pc product,fiberglass repair kit	pc product 50 ml pc clear liquid epoxi cartridg	pc clear liquid epoxi in a self mix cartridg mix through nozzl remain clear after cure requir 50 ml dispens gun clear epoxi with ad flexibilitywaterproof after curedeasi to use self mix cartridg for use with 50 ml dispens gun 2450 psi tensil strength,3,9,44,2,0,0,0,0,0,0,0.0,0.0,fiberglass repair kit	pc product,0,0.0,1342,21
381,1224,malibu low voltag black tier light,100211,3.0,malibu light,use the malibu outdoor black tier light to add style and function to a walkway or path on your properti the metal light featur a modern tier design in an attract black finish it creat diffus illumin to help keep your walkway safe and well lit design for outdoor use the light resist corros durabl metal construct is ideal for outdoor installationrib plastic globe creat a diffus effect when illuminatedblack finish creat a sleek lookstak design instal in the ground to illumin path walkway and low lie ground coverwaterproof and corros resist for durabilityus a warm white 7watt. incandesc wedg bulb (included)bright  29 lumenscolor temperatur  2700 kcsa list,malibu,malibu light	malibu low voltag black tier light	use the malibu outdoor black tier light to add style and function to a walkway or path on your properti the metal light featur a modern tier design in an attract black finish it creat diffus illumin to help keep your walkway safe and well lit design for outdoor use the light resist corros durabl metal construct is ideal for outdoor installationrib plastic globe creat a diffus effect when illuminatedblack finish creat a sleek lookstak design instal in the ground to illumin path walkway and low lie ground coverwaterproof and corros resist for durabilityus a warm white 7watt. incandesc wedg bulb (included)bright  29 lumenscolor temperatur  2700 kcsa list,2,6,108,1,0,0,1,1,2,2,1.0,1.0,malibu light	malibu,1,1.0,1300,12
382,1227,wm 356 1116in. xbi 2 14in. xbi 84in. pine pre miter case set (3 piece),100212,2.33,door trim,the 1116in. xbi 2 14in. xbi 7ft. pine case set includ 2 7ft. length of case and 1 40in. header this set come in a conveni easi to carri packag with enough mould for 1 side of a door this set come with pre miter end to reduc the need for difficult cut california residents: see&nbsp;proposit 65in. formationbeauti wood grain with a rustic flairstain grade pine  use your favorit stainexcel workabilityus for trim insid and outsid window and door openingspr miter corner make instal a snapset includ 2 case leg and 1 headermanufactur and avail may vari xbi store,unbrand,door trim	wm 356 1116in. xbi 2 14in. xbi 84in. pine pre miter case set (3 piece)	the 1116in. xbi 2 14in. xbi 7ft. pine case set includ 2 7ft. length of case and 1 40in. header this set come in a conveni easi to carri packag with enough mould for 1 side of a door this set come with pre miter end to reduc the need for difficult cut california residents: see&nbsp;proposit 65in. formationbeauti wood grain with a rustic flairstain grade pine  use your favorit stainexcel workabilityus for trim insid and outsid window and door openingspr miter corner make instal a snapset includ 2 case leg and 1 headermanufactur and avail may vari xbi store,2,15,99,1,0,0,0,1,0,2,0.0,1.0,door trim	unbrand,0,0.0,1057,9
383,1228,beautyscap red rubber mulch,100213,2.33,bag cinder mulch,"beautyscap rubber mulch help preserv the environ xbi keep tire out of the wast stream made from recycl tire rubber mulch is an eco friend altern to wood chip mulch yet resembl a wood mulch the color is long last and natur look creat a safer play area for children rubber mulch is recommend for playground play ground safelook like natur wood mulchdo not attract bugslong lastingat 1.5"" deep 100sq.ft. (5in. x 20in. area) requir 16 bagsat 6"" deep 100sq.ft. (5in. x 20in. area) requir 63 bagsrins annual use a household dish soap and your outdoor water hosebag size 8cu.ft.  xbi size and weight are approximateus this calcul to determin how much product you need to complet your project:",unbrand,"bag cinder mulch	beautyscap red rubber mulch	beautyscap rubber mulch help preserv the environ xbi keep tire out of the wast stream made from recycl tire rubber mulch is an eco friend altern to wood chip mulch yet resembl a wood mulch the color is long last and natur look creat a safer play area for children rubber mulch is recommend for playground play ground safelook like natur wood mulchdo not attract bugslong lastingat 1.5"" deep 100sq.ft. (5in. x 20in. area) requir 16 bagsat 6"" deep 100sq.ft. (5in. x 20in. area) requir 63 bagsrins annual use a household dish soap and your outdoor water hosebag size 8cu.ft.  xbi size and weight are approximateus this calcul to determin how much product you need to complet your project:",3,4,119,1,0,0,1,1,1,2,0.3333333333333333,0.6666666666666666,bag cinder mulch	unbrand,0,0.0,1057,16
384,1230,beautyscap red rubber mulch,100213,2.33,red cypress mulch,"beautyscap rubber mulch help preserv the environ xbi keep tire out of the wast stream made from recycl tire rubber mulch is an eco friend altern to wood chip mulch yet resembl a wood mulch the color is long last and natur look creat a safer play area for children rubber mulch is recommend for playground play ground safelook like natur wood mulchdo not attract bugslong lastingat 1.5"" deep 100sq.ft. (5in. x 20in. area) requir 16 bagsat 6"" deep 100sq.ft. (5in. x 20in. area) requir 63 bagsrins annual use a household dish soap and your outdoor water hosebag size 8cu.ft.  xbi size and weight are approximateus this calcul to determin how much product you need to complet your project:",unbrand,"red cypress mulch	beautyscap red rubber mulch	beautyscap rubber mulch help preserv the environ xbi keep tire out of the wast stream made from recycl tire rubber mulch is an eco friend altern to wood chip mulch yet resembl a wood mulch the color is long last and natur look creat a safer play area for children rubber mulch is recommend for playground play ground safelook like natur wood mulchdo not attract bugslong lastingat 1.5"" deep 100sq.ft. (5in. x 20in. area) requir 16 bagsat 6"" deep 100sq.ft. (5in. x 20in. area) requir 63 bagsrins annual use a household dish soap and your outdoor water hosebag size 8cu.ft.  xbi size and weight are approximateus this calcul to determin how much product you need to complet your project:",3,4,119,1,0,0,1,1,2,1,0.6666666666666666,0.3333333333333333,red cypress mulch	unbrand,0,0.0,1057,17
385,1231,beautyscap red rubber mulch,100213,2.67,red mulch,"beautyscap rubber mulch help preserv the environ xbi keep tire out of the wast stream made from recycl tire rubber mulch is an eco friend altern to wood chip mulch yet resembl a wood mulch the color is long last and natur look creat a safer play area for children rubber mulch is recommend for playground play ground safelook like natur wood mulchdo not attract bugslong lastingat 1.5"" deep 100sq.ft. (5in. x 20in. area) requir 16 bagsat 6"" deep 100sq.ft. (5in. x 20in. area) requir 63 bagsrins annual use a household dish soap and your outdoor water hosebag size 8cu.ft.  xbi size and weight are approximateus this calcul to determin how much product you need to complet your project:",unbrand,"red mulch	beautyscap red rubber mulch	beautyscap rubber mulch help preserv the environ xbi keep tire out of the wast stream made from recycl tire rubber mulch is an eco friend altern to wood chip mulch yet resembl a wood mulch the color is long last and natur look creat a safer play area for children rubber mulch is recommend for playground play ground safelook like natur wood mulchdo not attract bugslong lastingat 1.5"" deep 100sq.ft. (5in. x 20in. area) requir 16 bagsat 6"" deep 100sq.ft. (5in. x 20in. area) requir 63 bagsrins annual use a household dish soap and your outdoor water hosebag size 8cu.ft.  xbi size and weight are approximateus this calcul to determin how much product you need to complet your project:",2,4,119,1,0,0,1,1,2,1,1.0,0.5,red mulch	unbrand,0,0.0,1057,9
386,1237,wire door bell contractor kit,100216,3.0,door bell,"the wire doorbel contractor kit includ a wire chime 2 push button (1 light and 1 non lighted) and a transform perfect for new construct or complet replac of a wire doorbel system the chime featur 2 tune that ring separ for front and rear door so you know which door your visitor is at requir bell wire along with specif wire tool complet instal instruct are includ with the kit ideal for new home instal or complet system replacementus with ani wire push buttonchim and 2 push button featur a white finishentir system is power xbi the includ transformerinclud a light push button for front door 75 db volum is loud enough to hear over a household vacuum cleanerchim ring ""ding"" for back door and ""ding dong"" for front doorchim can be mount vertic or horizont to the wallcontractor kit make purchas a wire doorbel system straightforwardinstal with bell wire sold separatelyfeatur an authent mechan bell sound",generic unbrand,"door bell	wire door bell contractor kit	the wire doorbel contractor kit includ a wire chime 2 push button (1 light and 1 non lighted) and a transform perfect for new construct or complet replac of a wire doorbel system the chime featur 2 tune that ring separ for front and rear door so you know which door your visitor is at requir bell wire along with specif wire tool complet instal instruct are includ with the kit ideal for new home instal or complet system replacementus with ani wire push buttonchim and 2 push button featur a white finishentir system is power xbi the includ transformerinclud a light push button for front door 75 db volum is loud enough to hear over a household vacuum cleanerchim ring ""ding"" for back door and ""ding dong"" for front doorchim can be mount vertic or horizont to the wallcontractor kit make purchas a wire doorbel system straightforwardinstal with bell wire sold separatelyfeatur an authent mechan bell sound",2,5,158,2,1,0,1,1,2,2,1.0,1.0,door bell	generic unbrand,0,0.0,1345,9
387,1238,wire door bell contractor kit,100216,2.33,door bell chime,"the wire doorbel contractor kit includ a wire chime 2 push button (1 light and 1 non lighted) and a transform perfect for new construct or complet replac of a wire doorbel system the chime featur 2 tune that ring separ for front and rear door so you know which door your visitor is at requir bell wire along with specif wire tool complet instal instruct are includ with the kit ideal for new home instal or complet system replacementus with ani wire push buttonchim and 2 push button featur a white finishentir system is power xbi the includ transformerinclud a light push button for front door 75 db volum is loud enough to hear over a household vacuum cleanerchim ring ""ding"" for back door and ""ding dong"" for front doorchim can be mount vertic or horizont to the wallcontractor kit make purchas a wire doorbel system straightforwardinstal with bell wire sold separatelyfeatur an authent mechan bell sound",generic unbrand,"door bell chime	wire door bell contractor kit	the wire doorbel contractor kit includ a wire chime 2 push button (1 light and 1 non lighted) and a transform perfect for new construct or complet replac of a wire doorbel system the chime featur 2 tune that ring separ for front and rear door so you know which door your visitor is at requir bell wire along with specif wire tool complet instal instruct are includ with the kit ideal for new home instal or complet system replacementus with ani wire push buttonchim and 2 push button featur a white finishentir system is power xbi the includ transformerinclud a light push button for front door 75 db volum is loud enough to hear over a household vacuum cleanerchim ring ""ding"" for back door and ""ding dong"" for front doorchim can be mount vertic or horizont to the wallcontractor kit make purchas a wire doorbel system straightforwardinstal with bell wire sold separatelyfeatur an authent mechan bell sound",3,5,158,2,0,0,0,1,2,3,0.6666666666666666,1.0,door bell chime	generic unbrand,0,0.0,1345,15
388,1243,sigman 11ft. 6in. xbi 14ft. 6in. 8oz. canva drop cloth,100217,3.0,canva drop cloth,standard weight canva drop cloth are popular with profession painter and contractor canva drop cloth fabric weight 8oz. sq yard canva drop cloth are use for paint and clean up indoor and outdoor wallpap and remov leaf collect and other job made from natur cotton canva canva drop cloth are reusabl washabl and environ friend natur canva drop cloth absorb splash and spill but are not leak or spill proof for more leak resist drop cloth pleas tri butyl drop cloth or tarp natur cotton canva drop cloth absorb splash and spill but are not leak or spill proof for more leak resist drop cloth pleas tri butyl drop cloth or tarpscanva drop cloth are use for paint and clean up indoor and outdoor wallpap and remov leaf collect and other job 12ft. xbi 15ft. canva drop cloth cover area of up to approxim 180sq.ft. canva drop cloth are made from natur cotton canva and environ friend drop cloth are not seamless and may have seamseasili drape canva drop cloth over floor furnitur or bush for paint or construct job site protect or clean upreus and washableget the right coverag  click here for home depot buy guid,sigman,canva drop cloth	sigman 11ft. 6in. xbi 14ft. 6in. 8oz. canva drop cloth	standard weight canva drop cloth are popular with profession painter and contractor canva drop cloth fabric weight 8oz. sq yard canva drop cloth are use for paint and clean up indoor and outdoor wallpap and remov leaf collect and other job made from natur cotton canva canva drop cloth are reusabl washabl and environ friend natur canva drop cloth absorb splash and spill but are not leak or spill proof for more leak resist drop cloth pleas tri butyl drop cloth or tarp natur cotton canva drop cloth absorb splash and spill but are not leak or spill proof for more leak resist drop cloth pleas tri butyl drop cloth or tarpscanva drop cloth are use for paint and clean up indoor and outdoor wallpap and remov leaf collect and other job 12ft. xbi 15ft. canva drop cloth cover area of up to approxim 180sq.ft. canva drop cloth are made from natur cotton canva and environ friend drop cloth are not seamless and may have seamseasili drape canva drop cloth over floor furnitur or bush for paint or construct job site protect or clean upreus and washableget the right coverag  click here for home depot buy guid,3,10,197,1,1,10,1,1,3,3,1.0,1.0,canva drop cloth	sigman,0,0.0,1348,16
389,1248,sun joe 14in. 12amp. lawn electr mower,100218,2.33,bentgrass lawn mower,respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,sun joe,bentgrass lawn mower	sun joe 14in. 12amp. lawn electr mower	respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,3,7,199,2,0,0,1,1,2,2,0.6666666666666666,0.6666666666666666,bentgrass lawn mower	sun joe,0,0.0,1189,20
390,1252,sun joe 14in. 12amp. lawn electr mower,100218,3.0,electr mower,respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,sun joe,electr mower	sun joe 14in. 12amp. lawn electr mower	respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,2,7,199,2,1,1,1,1,2,2,1.0,1.0,electr mower	sun joe,0,0.0,1189,12
391,1253,sun joe 14in. 12amp. lawn electr mower,100218,2.0,kobalt electr mower cord,respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,sun joe,kobalt electr mower cord	sun joe 14in. 12amp. lawn electr mower	respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,4,7,199,2,0,0,0,0,2,2,0.5,0.5,kobalt electr mower cord	sun joe,0,0.0,1189,24
392,1257,sun joe 14in. 12amp. lawn electr mower,100218,3.0,lawnmow,respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,sun joe,lawnmow	sun joe 14in. 12amp. lawn electr mower	respond to the need for an easi to use electr mower for smaller lawn sun joe develop the mow joe mj 401 e compact and lightweight (on 29lb. ) the mow joe mj 401 e is a lean mean and green mow machin that get your yard chore done without pollut the atmospher with toxic carbon emiss mow joe start instant with the simpl push of a button and it rug all terrain wheel make it easi to maneuv in tight space equip with a durabl steel blade mow joe cut a 14in. wide swath with each pass tailor the grass cut height with it 3 posit manual height control which adjust from 1.18in. to 2.52in. it 10.6gal. hard top rear bag conveni collect grass clip and detach easili for quick dispos a collaps handl allow for easi and compact storag when not in use mainten free no gas oil or tune upspow 12amp. motor cut a 14in. wide pathtailor cut height with 3 posit height controldetach grass catcher for easi dispos of grass clippingscompact and lightweight onli 29lb. for easi maneuv around small lawnsetl approved; full 2 year warranti 3 posit manual height adjustmentetl approvedhom depot protect plan:,1,7,199,2,0,0,0,0,0,0,0.0,0.0,lawnmow	sun joe,0,0.0,1189,7
393,1266,everbilt 3 12in. xbi 3 12in. satin nickel squar corner door hing,100221,2.33,hindg,the everbilt 3 12in. xbi 3 12in. squar corner door hing featur a 5 knuckl full mortis design the remov pin provid easier instal or remov of door easi to instal california residents: see&nbsp;proposit 65in. formationmad of steelsatin nickel finishscrew includedperfect for use on interior residenti doorsremov pin provid easi instal or remov of a doornote: product may vari xbi store,everbilt,hindg	everbilt 3 12in. xbi 3 12in. satin nickel squar corner door hing	the everbilt 3 12in. xbi 3 12in. squar corner door hing featur a 5 knuckl full mortis design the remov pin provid easier instal or remov of door easi to instal california residents: see&nbsp;proposit 65in. formationmad of steelsatin nickel finishscrew includedperfect for use on interior residenti doorsremov pin provid easi instal or remov of a doornote: product may vari xbi store,1,12,61,1,0,0,0,0,0,0,0.0,0.0,hindg	everbilt,0,0.0,1258,5
394,1267,jet 12in. xbi 21in. variabl speed woodwork lath,100222,3.0,lath,the jet 1221 vs is differ from anyth we'v made befor in truth it differ from anyth that anybodi has ever made befor the design is better the featur are better the entir turn experi is better and it all focus on 1 concept control unriv speed control 60 3600 rpm variabl speed slow rpm allow for precis job such as threadingoptim design speed rangesforward to revers is a smooth transitioninnov ratchet style belt tension system (patent pending)integr spring load spindl lockan oversizedbulki item that requir deliveri xbi truck; pleas be awar of the dimens and weight of this machinejet offer full tech support in order to assist with ani warranti issues; pleas call 1800 274 6846 for assistancehom depot protect plan:,jet,lath	jet 12in. xbi 21in. variabl speed woodwork lath	the jet 1221 vs is differ from anyth we'v made befor in truth it differ from anyth that anybodi has ever made befor the design is better the featur are better the entir turn experi is better and it all focus on 1 concept control unriv speed control 60 3600 rpm variabl speed slow rpm allow for precis job such as threadingoptim design speed rangesforward to revers is a smooth transitioninnov ratchet style belt tension system (patent pending)integr spring load spindl lockan oversizedbulki item that requir deliveri xbi truck; pleas be awar of the dimens and weight of this machinejet offer full tech support in order to assist with ani warranti issues; pleas call 1800 274 6846 for assistancehom depot protect plan:,1,8,122,1,1,0,1,0,1,0,1.0,0.0,lath	jet,0,0.0,1351,4
395,1273,hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould,100224,2.67,chair mold,the hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould help protect your wall and it emboss leaf design add decor flair it make an excel case too and can add beauti to ani project you might have it may be clear coat paint or stain to match your decor california residents: see&nbsp;proposit 65in. formationsolid basswoodcan be paint and stainedemboss leaf designfor interior use 96in. lengthmad in the usa,hous of fara,chair mold	hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould	the hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould help protect your wall and it emboss leaf design add decor flair it make an excel case too and can add beauti to ani project you might have it may be clear coat paint or stain to match your decor california residents: see&nbsp;proposit 65in. formationsolid basswoodcan be paint and stainedemboss leaf designfor interior use 96in. lengthmad in the usa,2,13,73,3,0,0,0,0,1,1,0.5,0.5,chair mold	hous of fara,0,0.0,1015,10
396,1275,hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould,100224,3.0,chair rail hieght,the hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould help protect your wall and it emboss leaf design add decor flair it make an excel case too and can add beauti to ani project you might have it may be clear coat paint or stain to match your decor california residents: see&nbsp;proposit 65in. formationsolid basswoodcan be paint and stainedemboss leaf designfor interior use 96in. lengthmad in the usa,hous of fara,chair rail hieght	hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould	the hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould help protect your wall and it emboss leaf design add decor flair it make an excel case too and can add beauti to ani project you might have it may be clear coat paint or stain to match your decor california residents: see&nbsp;proposit 65in. formationsolid basswoodcan be paint and stainedemboss leaf designfor interior use 96in. lengthmad in the usa,3,13,73,3,0,0,0,0,2,2,0.6666666666666666,0.6666666666666666,chair rail hieght	hous of fara,0,0.0,1015,17
397,1276,hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould,100224,3.0,chair rail mould,the hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould help protect your wall and it emboss leaf design add decor flair it make an excel case too and can add beauti to ani project you might have it may be clear coat paint or stain to match your decor california residents: see&nbsp;proposit 65in. formationsolid basswoodcan be paint and stainedemboss leaf designfor interior use 96in. lengthmad in the usa,hous of fara,chair rail mould	hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould	the hous of fara 78in. xbi 2 12in. xbi 8ft. hardwood chair rail mould help protect your wall and it emboss leaf design add decor flair it make an excel case too and can add beauti to ani project you might have it may be clear coat paint or stain to match your decor california residents: see&nbsp;proposit 65in. formationsolid basswoodcan be paint and stainedemboss leaf designfor interior use 96in. lengthmad in the usa,3,13,73,3,1,1,1,1,3,3,1.0,1.0,chair rail mould	hous of fara,0,0.0,1015,16
398,1279,medium densiti fiberboard (common: 14in. xbi 2ft. xbi 4ft. ; actual: 0.216in. xbi 23.75in. xbi 47.75in. ),100225,2.67,2 xbi 4 board,made of 100% wood the 14in. xbi 24in. xbi 4ft. mdf particl board is a great choic for a in a varieti of applic the board can be finish xbi paint and stain manufactur from 100% woodsmooth surfacecan be paint and stain 14in. xbi 24in. xbi 4ft. note: product may vari xbi store ,unbrand,2 xbi 4 board	medium densiti fiberboard (common: 14in. xbi 2ft. xbi 4ft. ; actual: 0.216in. xbi 23.75in. xbi 47.75in. )	made of 100% wood the 14in. xbi 24in. xbi 4ft. mdf particl board is a great choic for a in a varieti of applic the board can be finish xbi paint and stain manufactur from 100% woodsmooth surfacecan be paint and stain 14in. xbi 24in. xbi 4ft. note: product may vari xbi store ,4,17,53,1,0,0,1,1,4,4,1.0,1.0,2 xbi 4 board	unbrand,0,0.0,1057,13
399,1287,adjust a gate 2 rail gate frame kit,100227,2.67,fenc gate,ask for the adjust adjust a gate system everi time for your gate need this line is ideal for repair an old gate or build a new 1 includ all necessari hardwar & part our gate is assembl onsit to get the job done right the first time the adjust a gate system come with all the compon need to build a sturdi reliabl gate that will serv you for year to come you simpli add rail and fenc board you will have a gate for life accessori includ an option drop rod for doubl drive applic 2 rail adjust a gate kit for open of 36in. 60in. wide 36in. high frame for 3ft. 4ft. and 5ft. high fencesus for wood or composit fenc gates; singl or doubl drive useour exclus adjust diagon truss cabl will keep your gate true and align year after yearkit includes: vertic frame spreader bar frame hing post hing gate latch kit truss cabl screw and gate stopeasi to install; perfect for the diyerheavi duti hing prevent sag and drag 2 step powder coat all steel frame fade and rust resist squar tube design,adjust a gate,fenc gate	adjust a gate 2 rail gate frame kit	ask for the adjust adjust a gate system everi time for your gate need this line is ideal for repair an old gate or build a new 1 includ all necessari hardwar & part our gate is assembl onsit to get the job done right the first time the adjust a gate system come with all the compon need to build a sturdi reliabl gate that will serv you for year to come you simpli add rail and fenc board you will have a gate for life accessori includ an option drop rod for doubl drive applic 2 rail adjust a gate kit for open of 36in. 60in. wide 36in. high frame for 3ft. 4ft. and 5ft. high fencesus for wood or composit fenc gates; singl or doubl drive useour exclus adjust diagon truss cabl will keep your gate true and align year after yearkit includes: vertic frame spreader bar frame hing post hing gate latch kit truss cabl screw and gate stopeasi to install; perfect for the diyerheavi duti hing prevent sag and drag 2 step powder coat all steel frame fade and rust resist squar tube design,2,8,189,3,0,1,1,1,1,2,0.5,1.0,fenc gate	adjust a gate,1,0.3333333333333333,1354,9
